author_code;author_name;lobby_index;google_h_index;prod_bag;nationality;doc_begin;doc_end

K4731775A2;Gabriel Pereira Pündrich;1;;;;;
K4787169P1;Walter Alexandre Carnielli;1;;;Brasil;1979;1982

K4779245Z2;José Adolfo Snajdauf de Campos;1;;;;;
K4773687Y3;Giovanni Gonella;1;;;;;
K4711989H3;Marcus Vasconcelos de Castro;1;;;Brasil;2007;2011

K4704013J8;André Moacir Lage Miranda;1;;;;;
K4702293D2;Pedro Ribeiro de Andrade Neto;6;;;Brasil;2006;2010

K4776008E9;Bruno de Carvalho Albertini;1;;;Brasil;2007;2011

K4792346T5;Adenilson Roberto da Silva;1;;;Brasil;1997;2001

K4794288P6;Anderson Marcos Henriques;1;;;Brasil;2000;2005

K4797346Y5;Mario Roberto Barraza Larios;1;;;El Salvador;1995;2000

K4767050P0;Maria Luiza DAlmeida Sanchez;1;;;Brasil;1990;1996

K4569960E6;Carlos Eduardo Palhares Machado;1;;;;;
K4798038H1;Pedro Mário Cruz e Silva;1;;;Brasil;2000;2004

K4209506Z6;Paola Secchin Braga;1;;;Brasil;2008;2013

K4786317U6;Edison de Queiroz Albuquerque;1;;;Brasil;2001;2005

K4796018T7;Marcos Feier Froes;1;;;;;
K4787040U6;Paulo Emilio Pereira de Albuquerque;1;;;Brasil;1993;1997

K4779017E3;Igor Pinheiro Lagreca de Sales Cabral;1;;;;;
K4708723E6;Adalgisa Regina Teixeira;1;;;;;
K4703658D7;Adilson Eduardo Guelfi;1;;;Brasil;1998;2002

K4180853P5;Ricardo Pereira Gonçalves;1;;;Brasil;2004;2009

K4257425P6;Augusto Wohlgemuth Fleury Veloso da Silveira;1;;;Brasil;2007;2011

K4708313T0;Aledir Silveira Pereira;1;;;Brasil;1988;1995

K4728760H1;Andre Menezes Marques das Neves;2;;;Brasil;2002;2005

K4774805H0;Sergio Gomes Junior;4;;;Brasil;1996;2002

K4382302U1;Expedito Ferreira de Araujo Filho;1;;;;;
K4723782T3;Sérgio Luiz Carmelo Barroso;1;;;Brasil;1996;2001

K4721468H9;Severino Luiz Guimaraes Dutra;1;;;Brasil;1975;1982

K4728481H5;Dionne Cavalcante Monteiro;1;;;Brasil;1997;2004

K4791822J8;Andre Borin Soares;1;;;Brasil;2002;2007

K4785777A2;Andreas Kneip;1;;;Brasil;1998;2004

K4133966E0;Caio Julio Cesar Siqueira;1;;;;;
K4162292Z8;Cristhof Johann Roosen Runge;1;;;;;
K4792921D8;Eduard Montgomery Meira Costa;1;;;Brasil;1997;2001

K4786851J3;Antônio Carlos de Abreu Mól;8;;;Brasil;1997;2002

K4732294A6;Fernanda Cundari da Silva;1;;;;;
K4713736A3;Sane Simone Oliveira Fonseca Rodrigues;1;;;;;
K4753493A3;Dalmy Freitas de Carvalho Júnior;1;;;;;
K4768420Y6;Diego Felipe Gaia dos Santos;1;;;Brasil;2007;2009

K4781739D7;Eliane Teixeira Alves Portela;1;;;;;
K4125107Z1;Alexandre da Costa e Silva Franco;1;;;;;
K4794369Z5;Eduardo Fernandes Formighieri;7;;;;;
K4721888H6;Luiz Augusto Matos de Amorim;1;;;;;
K4761764U9;Marilia De Franceschi Neto Domingos;1;;;;;
K4786935P6;Dilza de Mattos Szwarcman;1;;;Brasil;1997;2001

K4425649Y8;Fábio Rafael Damasceno;1;;;;;
K4761491Y0;Kelly Assis de Souza Gazolli;1;;;;;
K4764772U3;Fuad Mousse Abinader Junior;2;;;;;
K4791479A5;Augusto Cesar Pinto Loureiro da Costa;1;;;Brasil;1997;2001

K4706845Y0;Cristiano Rodrigues de Carvalho;1;;;Brasil;2001;2005

K4295927D3;Francisco Ricardo Almeida Amorim;1;;;;;
K4526570Y8;Antonio Leonardo de Abreu Freire;1;;;;;
K4766514A6;Eucidio Pimenta Arruda;1;;;;;
K4130071H8;Wilian França Costa;3;;;;;
K4787976U2;Evandro Emilio Mariano da Rocha de Souza Lima;1;;;Brasil;1970;1972

K4706607E6;Fábio Roberto Chavarette;3;;;Brasil;2003;2005

K4783661J8;Fernando Fujimura;1;;;Brasil;1984;1989

K4139566H8;Flavio Maggessi Viola;1;;;Brasil;2007;2011

K4723629J3;Flávio Marcelo Tavares Montenegro;3;;;Brasil;1997;2001

K4704187J6;George Lauro Ribeiro de Brito;3;;;Brasil;2004;2009

K4785774U7;Gerson Gomes Cunha;10;;;Brasil;1997;2004

K4721866A7;Giovanni Cordeiro Barroso;9;;;Brasil;1993;1996

K4243756J5;Herbert Rodrigues do Nascimento Costa;1;;;Brasil;2002;2006

K4788394Z3;Jorge de Rezende Dantas;1;;;Brasil;1977;1979

K4775434E0;Claudio Márcio Campos de Mendonça;1;;;;;
K4786218Z7;Jose Benedito de Almeida;1;;;Brasil;1995;2000

K4721301P9;Márcia Motta Pimenta Velloso;1;;;Brasil;1996;1998

K4779570U3;José Jean-Paul Zanlucchi de Souza Tavares;1;;;Brasil;2000;2006

K4701428H6;Nilson Santos Costa;1;;;Brasil;2003;2007

K4707371U8;Washington Barbosa da Silva;1;;;Brasil;2000;2004

K4710075U5;Claudio Luis De Meo Martins;1;;;;;
K4723012P0;Armando de Oliveira Fortuna;1;;;Brasil;1992;1996

K4706020H6;David Sotelo Pinheiro da Silva;1;;;Brasil;2005;2010

K4772128J0;Ana Margô Mantovani;1;;;;;
K4584369D5;Natalia Carolina Alencar de Resende;1;;;;;
K4768016U3;José Reginaldo Hughes Carvalho;1;;;Brasil;1992;1997

K4704273J6;Marcello Porto Alegre da Fonseca;1;;;Brasil;2001;2007

K4785403T6;Antonio Jorge Gomes Abelém;6;;;Brasil;1998;2003

K4762304Y9;Kemelli Campanharo Estacio-Hiroms;1;;;Brasil;2004;2008

K4727516A6;Maria Gabriela Pereira de Carvalho;1;;;Brasil;1994;1997

K4203736P4;Jadiel Caparrós da Silva;1;;;;;
K4777617T6;Licurgo Benemann de Almeida;2;;;Brasil;2005;2009

K4292005A2;Rodrigo Sychocki da Silva;2;;;;;
K4758533T0;Daniel Pereira de Carvalho;1;;;;;
K4792974P2;Celso Aparecido de França;1;;;Brasil;1994;1999

K4788533U6;Ricardo Frederico Euclydes;7;;;Brasil;1992;1996

K4708012T0;Querte Teresinha Conzi Mehlecke;1;;;Brasil;2001;2006

K4708014J2;Luciano de Oliveira Neris;2;;;Brasil;2003;2008

K4795549A1;Cleomar de Sousa Rocha;1;;;;;
K4798811Z6;Katyusco de Farias Santos;1;;;;;
K4777169J6;Uzin Pacheco Luis Paulo;1;;;Bolívia;1998;2001

K4787955P4;Luiz Aurélio Raggi;1;;;Brasil;1980;1987

K4797407H5;Arthur Jorge de Freitas Braga;1;;;Brasil;2004;2004

K4778102Y6;Jucélio Costa de Araújo;1;;;;;
K4781897D6;Manoel Luis Pereira da Silva Costa;1;;;Brasil;1987;1991

K4707348Z2;Yuri Ivan Maggi;1;;;Brasil;2000;2004

K4781432D2;Adriana do Nascimento Araujo Mendes;1;;;Brasil;2007;2010

K4761585Y3;Wagner Roberto de Oliveira Pimentel;1;;;Brasil;2001;2005

K4795665E4;Eiko Eurya Kuramae;3;;;Brasil;1993;1995

K4759621D7;Carlos Frederico Meschini Almeida;1;;;Brasil;2007;2011

K4556081H6;Marcio Augusto Sampaio Pinto;1;;;;;
K4777986J0;Vilar Ribeiro de Figueiredo;1;;;Brasil;2000;2005

K4700198J0;Adriano Canabarro Teixeira;4;;;Brasil;2001;2005

K4775465A3;Ricardo Rodrigues Rangel;1;;;Brasil;1998;2002

K4737295Y3;Marcelo Bastos Mazza;1;;;Brasil;1997;2001

K4792499T1;Marcelo Portes de Albuquerque;2;;;Brasil;1996;1999

K4728784Z9;Paulo Sergio da Silva Borges;1;;;Brasil;1991;1996

K4761054H1;Carlos Renato Lisboa Francês;9;;;Brasil;1998;2001

K4721773Y4;Claudio Bezerra de Carvalho;1;;;Brasil;2001;2005

K4297357E6;Eric Roberto Guimarães Rocha Aguiar;1;;;;;
K4764429D2;Aline Aparecida de Pina;1;;;Brasil;2005;2010

K4227190Z8;Eduardo dos Santos Pereira;1;;;Brasil;2008;2012

K4774651H8;Vânia Maria Aranha dos Santos;1;;;Brasil;1995;2000

K4707900J0;Justo Emílio Alvarez Jácobo;1;;;;;
K4779462P5;Edísio Alves de Aguiar Junior;1;;;Brasil;2007;2012

K4715038J8;Marco Antônio Neiva Koslosky;1;;;Brasil;1999;2004

K4791785T9;Mário Mestria;2;;;Brasil;2006;2011

K4784896J2;Paulo Sérgio Licciardi Messeder Barreto;4;;;Brasil;1999;2003

K4782640E7;Wagner Antonio Arbex;4;;;Brasil;2004;2009

K4798947E4;Rodrigo Almeida Goncalves;1;;;Brasil;1998;2000

K4130424P0;Rosemiro dos Santos Galate;1;;;Brasil;2009;2012

K4723421A3;Carla Claudia da Rocha Rego Monteiro;1;;;Brasil;2005;2009

K4780836P0;Sergio Jose Melo de Almeida;2;;;Brasil;2000;2004

K4790525T3;Carlos Augusto Paiva da Silva Martins;4;;;Brasil;1993;1998

K8743331E2;Paulo Eduardo Ribeiro Monteiro;1;;;;;
K4703558J5;Maria Bernadete de Paula Eduardo;1;;;;;
K4246788Z5;Frederico Augusto de Cezar Almeida Gonçalves;2;;;;;
K4789405E8;Marcos Aurelio Ferreira dos Santos;1;;;;;
K8732009D5;Iones de Souza Walter;1;;;;;
K4731766T4;Paulo Cesar Guerreiro da Costa;1;;;;;
K4780411D6;Almoraci da Silva Algarve;1;;;Brasil;1994;1999

K4774506E3;André Gustavo Degraf Uchôa;1;;;Brasil;2008;2011

K4247104P1;Beatriz Castro Dias Cuyabano;1;;;;;
K4701271H2;Augusto Alvarenga;1;;;;;
K4788883E4;Lirio Onofre Baptista de Almeida;3;;;;;
K4239593Z9;Heber Lombardi de Carvalho;1;;;;;
K4772086Y1;Maria das Neves Queiroz de Macedo;1;;;;;
K8525279Z2;Luciana da silva Domingos;1;;;;;
K4755854U8;Janduy Guerra Araújo;1;;;;;
K4784455H5;Francisco Carlos de Mattos Brito Oliveira;1;;;Brasil;2005;2010

K4751257A6;Francisco José Santos Milreu;1;;;Brasil;2008;2011

K4787936J5;Geraldo Galdino de Paula Junior;1;;;Brasil;1982;1986

K4269784A7;Guilherme Targino Valente;1;;;Brasil;2009;2013

K4798562T1;Hugo Alexandre Dantas do Nascimento;4;;;Brasil;1999;2003

K4700658Z6;Humberto Rodrigo Sandmann;1;;;Brasil;2007;2012

K4704236Y2;Jean Piton-Gonçalves;1;;;Brasil;2009;2012

K4786081T3;José Celso Rocha;1;;;Brasil;1997;2003

K4773132P6;José Francisco Castelo Branco Filho;1;;;Brasil;2001;2006

K4785290Z8;Jose Guilherme Pereira Peixoto;1;;;Brasil;2001;2002

K4711597J8;Paulo Roberto Trenhago;1;;;Brasil;2009;2013

K4790054T0;José Leomar Todesco;10;;;Brasil;1991;1995

K4721185J7;Carlos Roberto Venâncio de Carvalho;1;;;Brasil;1994;1998

K4704884U9;Ricardo Pedrosa Macedo;1;;;;;
K4735559H0;Danilo Alves Pinto Nagem;2;;;Brasil;2005;2009

K4764058J8;Cristiana Maria Nascimento Gomes Huiban;1;;;Brasil;2006;2009

K4133675Z5;Thiago Rocha de Assis;1;;;;;
K4104588Y6;Juan Diego Cardoso Brêttas;1;;;Brasil;2010;2013

K4762346U9;Karla de Souza Torres;2;;;Brasil;2004;2008

K4247264A6;Cláudio Ernani Martins Oliveira;1;;;;;
K4750551J8;Jean Paulo Lopes Zukurov;1;;;;;
K4777847T7;José Augusto Andrade Filho;3;;;;;
K4768151P2;Kelson Romulo Teixeira Aires;2;;;Brasil;2005;2009

K4131397U6;Priscila Cristina Berbert Rampazzo;1;;;Brasil;2008;2012

K4279523Y8;Mario Domingues de Paula Simões;1;;;Brasil;2009;2013

K4785364U3;Lourdes Mattos Brasil;5;;;Brasil;1994;1999

K4791289E1;Lenildo Santos da Silva;1;;;Brasil;1998;2003

K4744452A2;Edenis Gois Cavalcanti;1;;;Brasil;2006;2010

K4792095P9;Marcello Thiry Comicholi da Costa;3;;;Brasil;1995;1999

K4792744A5;Antonio Guilherme de Arruda Lorenzi;1;;;Brasil;2007;2011

K4764227Z7;Edison Pignaton de Freitas;5;;;Brasil;2008;2011

K4737605H1;Leonardo Marques de Abreu;1;;;Brasil;2006;2010

K4794689D7;Andrea Carla Alves Borim;1;;;Brasil;1997;2003

K4785903U2;Walter Ruben Iriondo Otero;1;;;Uruguai;2004;2008

K4700643H2;Alfredo Colenci Neto;1;;;Brasil;2005;2008

K4756844J7;Alex Sandro Aguiar Pessoa;2;;;;;
K4773155A4;Luciane Maria Fadel;1;;;Brasil;2003;2007

K4773250Y6;Raphael Winckler de Bettio;2;;;Brasil;2004;2007

K4705605P3;Luís Carlos Petry;2;;;Brasil;2000;2003

K4774667D4;Eliane Cristina de Freitas Rocha;1;;;;;
K4130056E8;Antonio Higor Freire de Morais;2;;;;;
K4721222U5;Luiz Marcio Spinosa;1;;;Brasil;1992;1996

K4799140Y6;Luiz Ricardo Uriarte;1;;;Brasil;2001;2003

K4130977P7;Hansenclever de França Bassani;1;;;;;
K4229890T1;Nubia dos Santos Rosa Santana dos Santos;4;;;;;
K4759338U9;Rafael Martinelli Pinto;2;;;Brasil;2008;2012

K4792073P6;Alessandro Martins Alves;1;;;;;
K4779314T6;Álvaro Messias Bigonha Tibiriçá;1;;;Brasil;2004;2008

K4767065D1;Marco Antonio Gutierrez;7;;;Brasil;1988;1995

K4523118T7;Renata Aparecida Ribeiro Custódio;1;;;;;
K4799866H7;Pedro Paulo de Magalhaes Oliveira Junior;1;;;Brasil;2001;2003

K4731422T1;Wanderlice da Silva Assis;1;;;;;
K4138994U7;José Eduardo Ferreira Lopes;1;;;;;
K4796507E7;Otavio Augusto Boni Licht;1;;;Brasil;1997;2001

K4243068H4;Rodrigo De Santis Vieira da Silva;1;;;;;
K4707102J7;Claudia Marinho Wanderley;1;;;Brasil;1999;2003

K4263329Y8;Sérgio de Sá Leitão Paiva Júnior;1;;;;;
K4248799E8;Carlos Zalberto Rodrigues;1;;;Brasil;2004;2009

K4556839P4;Patrícia Silva Nascimento Barros;1;;;;;
K4779226E7;Francisco Ivan de Oliveira;1;;;;;
K4755955H2;Marcos Vitor Barbosa Machado;1;;;Brasil;2006;2009

K4776370Z1;Antônio Mário de Torres Ramos;1;;;Brasil;2009;2013

K4137568A6;Patrícia da Silva Moreno e Souza;1;;;Brasil;2008;2012

K4768298T6;Eduardo Henrique da Silva Aranha;3;;;Brasil;2005;2009

K4709122J5;Sergio da Costa Côrtes;1;;;Brasil;1999;2004

K4730612E4;Rafael Vargas Mesquita dos Santos;1;;;Brasil;2010;2012

K4780122H0;Paulo Augusto Silva Veloso;8;0;PQ-1B
;Brasil;1971;1975

K4773906P9;Rosângela Silqueira Hickson Rios;1;;;Brasil;2005;2009

K4782245T4;Simone Bacellar Leal Ferreira;4;;;Brasil;1995;1999

K4533018P6;Eduardo Liquio Takao;1;;;Brasil;2003;2007

K4709292Y1;Juarez Marques de Lacerda;1;;;;;
K4421319T6;Uéverton dos Santos Souza;3;;;;;
K4768037T8;Ana Elisa Tozetto Piekarski;1;;;Brasil;2003;2007

K4773091H0;Benjamin Luiz Franklin;1;;;Brasil;2007;2011

K4425850A9;Fábio Lúcio Moreira de Lima;1;;;;;
K4732181U7;Walmir Cutrim Aragão Filho;1;;;;;
K4769134D6;Jeison Willian Gomes da Fonseca;1;;;;;
K4784281P7;Ana Paula Laboissière Ambrósio;1;;;Brasil;1991;1995

K4799960U9;Alexandre Oliveira de Meira Gusmão;1;;;Brasil;2005;2012

K4210578Z9;Neiva Alessandra Coelho Maróstica;1;;;;;
K4137105Z2;Alessandra Martins Coelho;1;;;Brasil;2007;2012

K4131240T6;Ernesto Henrique Radis Steinmetz;1;;;;;
K4766919J5;Milton Yutaka Nishiyama Junior;4;;;;;
K4779627Y3;Renato Nogueira Perez Avila;1;;;;;
K4777272Y0;Raphael de Oliveira Garcia;1;;;;;
K4713671T1;Eric Ricardo Calhau de Castro;1;;;Brasil;1995;1997

K4779061E0;Evaldo Araújo de Oliveira Filho;4;;;Brasil;2000;2005

K4728416Y9;Flávio Luiz de Silva Bussamra;1;;;Brasil;1994;1999

K4721733H6;Gerald Jean Francis Banon;7;;;França;1971;1977

K4786429A7;Gilberto da Cunha Trivelato;1;;;Brasil;1999;2004

K4131009Z3;Heliomar Medeiros de Lima;1;;;Brasil;1987;1994

K4795826P6;Henrique José Souza Coutinho;1;;;Brasil;1992;1996

K4766528J1;Henrique Mohallem Paiva;2;;;Brasil;2004;2005

K4727562A3;Ilson Wilmar Rodrigues Filho;1;;;Brasil;1995;2000

K4784719U5;João Carlos Furtado;6;;;Brasil;1995;1998

K4769050U5;Joao Gari da Silva Fonseca Junior;1;;;Brasil;2004;2009

K4258877H0;Antonio Josefran de Oliveira Bastos;1;;;;;
K4718192Y9;Pedro Domingos Antoniolli;1;;;;;
K4182591Y6;Magda Aparecida Silverio Miyashiro;1;;;;;
K4774908T6;Ricardo Oliveira dos Santos Soares;1;;;;;
K4275272J5;Maurício Scussel;1;;;Brasil;2008;2012

K4518324E6;Rene Faustino Gabriel Junior;1;;;;;
K4765026D8;Daniela Carvalho Monteiro Ferreira;1;;;;;
K4733902P6;Cesar Alberto Penz;1;;;;;
K4456990Z0;Joaquim Vinicius Carvalho Assunção;1;;;;;
K4791892Y5;Romulo Penna Scorza Junior;1;;;Brasil;1998;2002

K4705679P2;Alexandre Jorge Duarte de Souza;1;;;Brasil;2005;2009

K4721139Z3;Edilberto Strauss;2;;;Brasil;1993;1996

K4787217H6;Denis José Schiozer;4;;;Estados Unidos;1989;1994

K4290790D5;Fabricio de Souza Farias;1;;;;;
K4781188U7;Alexandre Ricardo Soares Romariz;1;;;Brasil;1998;2003

K4782195Z9;Joaquim Delphino Da Motta Neto;1;;;Brasil;1991;1997

K4787899H3;Paulo Roberto Xavier Ramos;1;;;Brasil;1985;1989

K4238515A0;Maria Aparecida Tinoco Ferreira;1;;;;;
K4760611Y6;Raimundo Nonato Calazans Duarte;1;;;Brasil;1998;2002

K4737373H4;José da Costa Marques Neto;1;;;Brasil;2005;2009

K4701272E7;Ricardo Saraiva de Camargo;3;;;Brasil;2003;2007

K4798981J2;Andre Monclaro Fleury;1;;;;;
K4727966A8;Luiz Guilherme Nadal Nunes;1;;;Brasil;2005;2010

K4716649H3;Marilia Macorin de Azevedo;1;;;Brasil;2000;2005

K4718817U6;Jose Roberto Frega;1;;;Brasil;2006;2009

K4782245Z6;Luiz de Siqueira Martins Filho;3;;;Brasil;1994;1998

K4767979Z5;Lacir Jorge Soares;1;;;Brasil;1998;2003

K4782535E9;Nilson Camargo Mello;1;;;Brasil;1994;1998

K4774669Y8;Luciano Azevedo Cassol;1;;;;;
K4776297P8;Rogério Malta Branco;1;;;Brasil;2006;2010

K4250127E5;Levi Salvi;1;;;Brasil;1999;2004

K4771324H9;Maria do Perpetuo Socorro Soares Teixeira;1;;;;;
K4703743J4;Luciana de Miranda Chaves Vasquez Pinto;1;;;Brasil;2002;2006

K4594181H1;Cristina Almeida Magalhães;2;;;Brasil;2009;2011

K4779598U1;Carlos Henrique Farias dos Santos;1;;;Brasil;2002;2006

K4728001A6;Veronica Maria Cadena Lima;3;;;Brasil;1999;2003

K4127251P6;Luiz Francisco Bastos Peres dos Santos;1;;;Brasil;2003;2007

K4484265Z0;Jose Osorio de Oliveira Azevedo Neto;1;;;;;
K4721385D3;Manoel Camillo de Oliveira Penna Neto;3;;;Brasil;1988;1992

K4768361Y7;Atila Madureira Bueno;2;;;Brasil;2005;2009

K4798837T7;Marcos Renato da Silveira;2;;;Brasil;2000;2003

K4787948A9;Maria Creusa Bretas Salles;1;;;Brasil;1983;1986

K4731623Y9;Carlos da Silva Cardoso Teixeira;1;;;;;
K4294892E3;Paulo Henrique Buscariollo;1;;;Brasil;2003;2008

K4235505T1;Raul de Souza Brandão;1;;;Brasil;2009;2013

K4770875A8;Roberto Fernandes Tavares Neto;1;;;Brasil;2008;2010

K4709980H8;Roberval de Jesus Leone dos Santos;1;;;Brasil;2003;2006

K4734357D4;Emerson Lopes Machado;1;;;;;
K4701479P8;Eliomar Araújo de Lima;1;;;;;
K4707348P1;Rodrigo de Azevêdo Neves;1;;;Brasil;2000;2004

K4712045Z9;Luiz Alberto Pereira das Neves Franco;1;;;;;
K4737031A8;Wanise Borges Gouvea Barroso;1;;;Brasil;1999;2003

K4782893D6;Romildo Pereira Brito;1;;;Brasil;1993;1997

K4167394E9;João Paulo de Souza Medeiros;1;;;;;
K4162354Z7;Danúbia Bueno Espíndola;4;;;Brasil;2007;2011

K4751627A1;Adbeel Goes Filho;1;;;Brasil;2007;2012

K4732905J5;Carlos Maurício Cardeal Mendes;1;;;Brasil;1998;2002

K4777228E6;Dalton Pedroso de Queiroz;1;;;Brasil;2005;2009

K4745475Y1;Sheila Medeiros de Carvalho;1;;;;;
K4766719D4;Caroline Maria de Miranda Mota;1;;;Brasil;2002;2005

K4450082H7;Felipe Rodrigues Martinez Basile;1;;;;;
K4793498E4;Emerson de Andrade Marques Ferreira;1;;;;;
K4774230H6;Helio Beiroz Imbrosio da Silva;1;;;;;
K4739472Z7;Hugo Valadares Siqueira;1;;;;;
K4742837E2;Rodrigo Eduardo Botelho Francisco;1;;;;;
K4771679A6;Antonio Carlos Tonini;1;;;Brasil;2007;2012

K4203943J5;Antonio Jefferson Mangueira Sales;1;;;;;
K4427645H7;Wanderson de Oliveira Leite;1;;;;;
K4772386A2;Manoel Henrique de Oliveira Pedrosa Filho;1;;;;;
K4205617Y3;João Vitor Teodoro;1;;;;;
K4584254Y3;Eduardo Oliveira Teles;1;;;;;
K4127940E6;Anderson Abner de Santana Souza;2;;;Brasil;2008;2012

K4728359D2;Gerson Laurindo Barbosa;1;;;;;
K4240766Z3;Alizeibek Saleimen Nader;1;;;Brasil;2012;2012

K4269040E5;Bruno Amaral Pereira;1;;;Brasil;2007;2011

K4760963Y2;Fátima de Lourdes dos Santos Nunes Marques;11;0;PQ-2
;Brasil;1997;2001

K4787838E6;Fátima Nelsizeuma Sombra de Medeiros;5;4;PQ-2
;Brasil;1996;1999

K4770105A9;George Luiz Medeiros Teodoro;6;0;PQ-2
;Brasil;2006;2010

K4784553Y0;Gina Maira Barbosa de Oliveira;3;13;PQ-2
;Brasil;1992;1999

K4769022A2;Gustavo Figueira de Paula;1;;;Brasil;2007;2012

K4744864U1;Ieda Geriberto Hidalgo;1;;;Brasil;2005;2009

K4719937Z8;Jefersson Alex dos Santos;8;0;PQ-2
;Brasil;2009;2013

K4427484H4;João Manuel Ribeiro da Silva Tavares;4;0;;Portugal;1995;2000

K4791582T3;Joaquim Bento Cavalcante Neto;4;0;PQ-2
;Brasil;1994;1998

K4706903A0;José Alberto Silva de Sá;1;;;Brasil;2006;2011

K4721193E2;Jugurta Rosa Montalvao Filho;3;0;PQ-2
;Brasil;1997;2000

K4787917U0;Julio Cesar Sampaio do Prado Leite;9;35;PQ-1C
;Brasil;1984;1988

K4706493D5;Leonardo Barbosa e Oliveira;8;0;PQ-2
;Brasil;2005;2008

K4792759T6;Alberto Martín Rivera Dávila;11;0;;Peru;1998;2002

K4785224J8;Luis Gonzaga Sales Vasconcelos;1;;;Brasil;1993;1997

K4284476A1;Henrique Coelho Fernandes;1;;;;;
K4704496J0;Luiz Eduardo Soares de Oliveira;7;0;PQ-1D
;Brasil;2000;2003

K4764416Y8;Alberto Egon Schaeffer Filho;1;0;PQ-2
;Brasil;2005;2009

K4781642T7;Cid Carvalho de Souza;10;22;PQ-1C
;Brasil;1989;1993

K4770971T2;Marcos Marinovic Doro;1;;;Brasil;2005;2009

K4764895P0;Washington Luiz Rodrigues de Queiroz;1;;;;;
K4771612Y2;Willem Ferdinand Gerardus Haselager;1;0;;Holanda;1991;1995

K4727884A1;Cláudio Leonardo Lucchesi;3;0;PQ-1A
;Brasil;1971;1976

K4795696J2;Cleonice Fátima Bracciali;1;7;PQ-2
;Brasil;;

K4292581P1;Rogério de Matos Dias;1;;;;;
K4242184H6;Alfredo Ricardo de Faria Passos;1;;;;;
K4788575Z7;Luiz Fernando Rust da Costa Carmo;8;10;PQ-2
;Brasil;1990;1994

K4770125A8;Marvin Oliver Schneider;1;4;;Alemanha;2004;2007

K4770813E6;Madeleine Lita Barriga Puente de la Vega;1;0;;Peru;1998;2003

K4794613T3;Vitor Silva Duarte;1;;;Brasil;2006;2012

K4251187A4;Leiva Casemiro Oliveira;1;;;;;
K4723207J7;Ana Lucia Cetertich Bazzan;8;0;PQ-1C
;Brasil;1992;1997

K4723837D6;Roberto Silvio Ubertino Rosso Junior;2;;;Brasil;2000;2005

K4751219Z5;Rodrigo Alvarenga Rezende;1;;;Brasil;2006;2010

K4755922J3;Frederico Roman Ramos;1;;;;;
K4795746U3;Mikhail Dimitrov Mikhailov;1;0;;Bulgária;1967;1969

K4788570D8;Marcelo Finger;7;18;PQ-1B
;Brasil;1990;1994

K4721462J9;Celso Carnos Scaletsky;1;;;Brasil;2000;2003

K4706469E6;Marco Antônio Pinheiro de Cristo;8;0;PQ-2
;Brasil;2002;2006

K4781263D5;Marco Aurelio Cavalcanti Pacheco;8;0;PQ-2
;Brasil;1986;1991

K4401429D4;Alípio Mário Guedes Jorge;1;0;;Portugal;1991;1998

K4795985E3;Altigran Soares da Silva;13;28;PQ-1C
;Brasil;1998;2002

K4790593P1;Odemir Martinez Bruno;9;21;PQ-1C
;Brasil;1995;2000

K4781822J3;Paulo Henrique Lemelle Fernandes;7;0;PQ-2
;Brasil;1993;1998

K4700128P4;Aristófanes Corrêa Silva;5;0;PQ-2
;Brasil;2000;2004

K4276480A3;Giacomo Victor Mc Evoy Valenzano;2;0;;;;
K8388432P9;Angelos Marnerides;1;0;;;;
K4785356E0;Carlos Alberto de Jesus Martinhon;7;0;PQ-2
;Brasil;1994;1998

K4294216E2;Johana María Rosas Villena;1;0;;;;
K4780398J6;Alberto Ferreira De Souza;5;11;PQ-2
;Brasil;1996;1999

K8078870D8;Maciej Rafal Paszynski;1;0;;;;
K4708912A6;Aldri Luiz dos Santos;10;14;PQ-2
;Brasil;2002;2004

K4793517Y4;Marcos Aurelio Scopel Simoes;1;;;Brasil;1995;2000

K4488575A0;Jaiver Efrén Jaimes Figueroa;1;0;;;;
K4703415Y6;Alex Jesús Cuadros-Vargas;2;0;;Peru;2002;2006

K4769468U6;Eduardo Candido Xavier;6;12;PQ-2
;Brasil;2003;2006

K4799856E8;Nabor das Chagas Mendonça;22;0;PQ-2
;Brasil;1995;1999

K4708020P2;Nicolas Martin Poulin;1;0;;Canadá;1992;1996

K4238518D6;Pantaleón David Romero Sánchez;1;0;;Espanha;2003;2009

K4259161H3;César Oswaldo Vásquez Flores;1;0;;;;
K4294867T1;Jorge Lucio Tonfat Seclen;1;0;;;;
K4736969P2;Ali Ridha Mahjoub;1;0;;Tunísia;1979;1981

K4508046P3;Ana Flávia de Oliveira Borba Coutinho;1;;;Brasil;2009;2012

K4711697D5;Anelise Munaretto Fonseca;2;0;PQ-2
;Brasil;2001;2004

K4790093J8;Anne Magaly de Paula Canuto;5;6;PQ-2
;Brasil;1997;2001

K4762660E4;Antonio Augusto de Aragao Rocha;4;0;PQ-2
;Brasil;2005;2010

